outer_fold,candidate,rank_inner_average_precision,mean_inner_average_precision,std_inner_average_precision,mean_inner_roc_auc,std_inner_roc_auc,mean_inner_brier_score,std_inner_brier_score,mean_inner_recall_at_0_50,std_inner_recall_at_0_50,n_estimators,max_depth,learning_rate,min_child_weight,subsample,colsample_bytree,gamma,reg_alpha,reg_lambda
2,20,15,0.5802207995808732,0.041823204501603706,0.7667875744047619,0.013526132277971191,0.17193971626575588,0.00492319881888299,0.4322916666666667,0.04745017489137655,350,3,0.03,8,0.8,0.9,0.5,0.0,1.0
2,26,16,0.5790879238782387,0.025421501617837614,0.7675316220238095,0.013763859734278398,0.17314749790437184,0.003801787319620661,0.41145833333333337,0.04510548978043952,500,3,0.1,8,0.8,0.8,1.0,0.5,2.0
2,31,17,0.5786176977614239,0.03563613712782429,0.7708333333333333,0.016205469876952743,0.1724781948625828,0.00599529112497245,0.41666666666666663,0.03294039229342061,350,3,0.08,8,0.7,0.8,0.5,0.0,10.0
2,34,18,0.577729373153001,0.039874989870162594,0.769438244047619,0.013530688024947791,0.1714716642623293,0.005482870222528972,0.4270833333333333,0.061625831073954335,500,5,0.02,5,0.8,1.0,0.25,0.5,2.0
2,33,19,0.5762884457175985,0.038714616015676453,0.7629743303571428,0.01740298940143915,0.181087720506763,0.011824881273264466,0.46875,0.06162583107395432,500,3,0.1,1,0.8,0.9,0.5,0.0,2.0
2,4,20,0.5752863828964763,0.052203253543131295,0.7722284226190476,0.0037538013524201276,0.16979955229763197,0.0033472033836446295,0.34895833333333337,0.034153325647406245,350,2,0.05,5,0.9,0.9,1.0,0.5,10.0
2,2,21,0.5743386409839684,0.04849637734665186,0.7659970238095238,0.010528175216179785,0.17208804176147818,0.006158626077097263,0.3958333333333333,0.038975597778895234,150,5,0.05,8,1.0,0.8,0.0,0.5,1.0
2,37,22,0.5742463158249835,0.04525492418524168,0.7672991071428571,0.009702977199214972,0.17161522474421007,0.005469791880871856,0.36458333333333337,0.04773516348912333,350,5,0.02,8,0.7,1.0,1.0,0.5,5.0
2,11,23,0.5719822691194658,0.033398473421085845,0.765625,0.01850841820563173,0.17515502487421164,0.008482823738458843,0.45833333333333337,0.05705443307345481,150,3,0.1,3,0.9,1.0,0.5,0.0,0.5
2,32,24,0.5700104887611964,0.029919233971585402,0.7646949404761905,0.01269454594428274,0.1738138956251396,0.005030063272352867,0.40624999999999994,0.047735163489123336,700,5,0.08,3,1.0,0.8,0.25,0.1,10.0
2,10,25,0.5683534407008607,0.05325203066086313,0.7637648809523809,0.013654464841978237,0.1723776103629027,0.00526128768258201,0.3229166666666667,0.034548174899535426,250,3,0.03,8,0.8,0.8,0.0,0.1,10.0
2,40,26,0.5680950273741578,0.02003498962472504,0.7528366815476191,0.020739441094532306,0.18571512618380404,0.009162979091112314,0.4791666666666667,0.07365695637359869,700,3,0.1,8,0.9,0.8,0.0,0.0,2.0
2,6,27,0.5659130401567123,0.04682486059823402,0.7623232886904762,0.012169483245917831,0.17285209535822396,0.00510196710521425,0.34895833333333337,0.034153325647406245,500,4,0.08,8,1.0,0.7,1.0,0.01,10.0
2,22,28,0.5655647411276109,0.05020350830069369,0.7682756696428572,0.007635981270409529,0.17177698206551323,0.003491025556279562,0.3385416666666667,0.05182226234930312,250,2,0.03,3,0.8,0.9,0.0,0.01,5.0
2,18,29,0.5645646247944491,0.029745887058061866,0.755859375,0.02627134183189776,0.1814544731971528,0.009574431190203504,0.4375,0.060739082237971885,350,3,0.08,8,1.0,0.9,0.0,0.0,1.0
