outer_fold,candidate,rank_inner_average_precision,mean_inner_average_precision,std_inner_average_precision,mean_inner_roc_auc,std_inner_roc_auc,mean_inner_brier_score,std_inner_brier_score,mean_inner_recall_at_0_50,std_inner_recall_at_0_50,n_estimators,max_depth,learning_rate,min_child_weight,subsample,colsample_bytree,gamma,reg_alpha,reg_lambda
full_development,22,20,0.5872166741838835,0.1004287621116145,0.7820126488095238,0.0390618090925294,0.16849523972111385,0.014352160926214864,0.4125,0.11740835669671142,250,2,0.03,3,0.8,0.9,0.0,0.01,5.0
full_development,15,21,0.5861513529818839,0.08429469802310585,0.7817336309523809,0.028720768176085293,0.16946750486531842,0.011216720218806363,0.35833333333333334,0.09537935951882998,150,4,0.02,8,0.7,1.0,0.0,0.5,2.0
full_development,29,22,0.5858740258222633,0.10104406986143263,0.7791294642857143,0.04083820941478004,0.17012290075062944,0.01428155327691363,0.38333333333333336,0.1042499666933067,250,2,0.03,5,1.0,0.7,1.0,0.5,5.0
full_development,5,23,0.5852043048046196,0.0787974694759729,0.7840401785714285,0.030511622948575946,0.16833480954147215,0.01495202443235093,0.4666666666666667,0.1321562627262809,700,3,0.02,8,0.9,0.9,0.0,0.1,10.0
full_development,8,24,0.5848414562731296,0.08105308400667831,0.7762648809523809,0.03885492609505678,0.1728976405246185,0.019525663924229383,0.4750000000000001,0.10408329997330666,500,3,0.05,8,0.7,0.8,0.5,0.1,5.0
full_development,38,25,0.5834564947277399,0.06803138591167332,0.7777901785714286,0.03231720106308955,0.17247627290030043,0.016492000431586707,0.4791666666666667,0.09947780321927767,700,3,0.03,3,0.7,1.0,0.0,0.01,5.0
full_development,37,26,0.5833656376248506,0.08507193594425973,0.7856770833333334,0.029961985566999097,0.16819415453530323,0.015230419517761024,0.425,0.10992421631894099,350,5,0.02,8,0.7,1.0,1.0,0.5,5.0
full_development,28,27,0.5825320091751098,0.07400095914409012,0.7771205357142857,0.03299672932990614,0.17516943876573188,0.018328149953155414,0.4833333333333334,0.11211353372561426,500,5,0.03,1,1.0,0.9,0.0,0.0,5.0
full_development,6,28,0.5821392316404312,0.08211829098227182,0.7825334821428571,0.029194649932474025,0.1688240187389436,0.013260020149624388,0.4,0.10324593077803222,500,4,0.08,8,1.0,0.7,1.0,0.01,10.0
full_development,33,29,0.5819645057897116,0.05542949011259716,0.7693824404761904,0.029316420398137255,0.18334750482976572,0.017220690270575396,0.4916666666666667,0.09185586535436918,500,3,0.1,1,0.8,0.9,0.5,0.0,2.0
full_development,34,30,0.5818694774647707,0.07670270198993741,0.7781622023809524,0.03281633811641743,0.17122122757760375,0.01682742123729918,0.4666666666666667,0.11149240133549712,500,5,0.02,5,0.8,1.0,0.25,0.5,2.0
full_development,39,31,0.5814590712183263,0.08032501421058352,0.7751116071428572,0.039247542162472636,0.1711138899484193,0.01693314736516327,0.4833333333333334,0.08579691784155835,350,2,0.08,5,0.9,1.0,1.0,0.01,1.0
full_development,19,32,0.5813142535351339,0.0795225547907434,0.7758184523809524,0.039072844435294664,0.17110428978335443,0.016993866683131995,0.4749999999999999,0.1136515141415488,500,3,0.03,5,0.9,0.7,0.25,0.1,2.0
full_development,24,33,0.5799122988019849,0.101143445532443,0.7740699404761904,0.04263226481992187,0.17126152497153257,0.013539764908343499,0.35,0.10573814617041268,150,3,0.02,3,1.0,0.8,0.5,0.01,1.0
full_development,13,34,0.5781981721310722,0.0793697793571858,0.7752232142857143,0.03764829486284779,0.1739070637647539,0.01949613224462984,0.475,0.11055415967851334,500,4,0.08,5,0.9,0.7,0.5,0.1,10.0
full_development,26,35,0.5746049372205289,0.07887987550475986,0.7711681547619047,0.036843770104516387,0.1758241609576626,0.018883417097295525,0.4833333333333333,0.12596847048192478,500,3,0.1,8,0.8,0.8,1.0,0.5,2.0
full_development,21,36,0.5737617209000659,0.09746205347511794,0.7709263392857142,0.03938061370062591,0.17392899416148472,0.010646142211360734,0.25,0.09033118078616167,150,2,0.02,5,0.7,0.7,0.5,0.01,0.5
full_development,17,37,0.5722673685991371,0.07517378466418903,0.7762648809523809,0.029885902407295915,0.17370628702958724,0.01671508193248389,0.4375,0.10622957319984969,250,5,0.1,5,1.0,0.8,0.25,0.1,5.0
full_development,35,38,0.5707832963089622,0.0681524836212746,0.7639880952380953,0.03390204620506835,0.18363943034141234,0.019483877910809383,0.4791666666666667,0.11102427162061856,700,4,0.05,5,0.7,1.0,0.5,0.01,2.0
full_development,40,39,0.5684766272867079,0.06846118911041031,0.7644717261904763,0.034564675884771065,0.18532552569151395,0.01995375655747187,0.5041666666666667,0.0907147544044885,700,3,0.1,8,0.9,0.8,0.0,0.0,2.0
full_development,18,40,0.5647803733946015,0.06219545610064667,0.7717261904761905,0.03211761506102296,0.17603500172608416,0.01584179366872919,0.5,0.10540925533894598,350,3,0.08,8,1.0,0.9,0.0,0.0,1.0
